id,name,normdaten,verweis_innerhalb_szdper
SZDPER.2282,"Kessler, Harry Graf",http://d-nb.info/gnd/118561685 https://www.wikidata.org/wiki/Q70618,nein
SZDPER.2283,"Santos, Eduardo",http://d-nb.info/gnd/1056437030 https://www.wikidata.org/wiki/Q470924,nein
SZDPER.2284,"Altmann, Jan",,nein
SZDPER.2287,"Mayer, Ursula",,nein
SZDPER.2288,"Miller, Edward",,nein
SZDPER.2289,"Rauman, Mr.",,nein
SZDPER.2290,"Rauman, Mrs.",,nein
SZDPER.2291,"Wilnot, Mr.",,nein
SZDPER.2292,"Kahn, Martha",,nein
SZDPER.2296,"Kaufmann, Lotte",,nein
SZDPER.2297,"Süssland, Ernst",,nein
SZDPER.2298,"Birman, C.",,nein
SZDPER.2299,"Frenkel, Lotte",http://d-nb.info/gnd/116751401,nein
SZDPER.2300,"Frenkel, Stefan",http://d-nb.info/gnd/134377680 https://www.wikidata.org/wiki/Q2336311,nein
SZDPER.2303,"Monath, Paul",,nein
SZDPER.2304,"Sambat, M.",,nein
SZDPER.2305,"Garcés, Mario",,nein
SZDPER.2306,"Feder, Ernst",http://d-nb.info/gnd/118532197 https://www.wikidata.org/wiki/Q1358029,nein
SZDPER.2312,"Lefèvre, Frédéric",http://d-nb.info/gnd/120138166 https://www.wikidata.org/wiki/Q3089964,nein
